,Axie ID,Class,Axie Eyes Part ID,Axie Ears Part ID,Axie Horn Part ID,Axie Back Part ID,Axie Mouth Part ID,Axie Tail Part ID
88,11933342,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
89,11933853,Plant,Gecko,Pink Cheek,Cupid,Axie Kiss,Arco,Cottontail
90,11940512,Aquatic,Mavis,Nimo,Sandal,Square Teeth,Babylonia,Nimo
91,11938977,Mech,Topaz,Pink Cheek,Tri Feather,Axie Kiss,Wing Horn,Cloud
92,11932322,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Incisor,Nimo
93,11904162,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
94,11931300,Bug,Puppy,Zen,Hero,Confident,Imp,Shiba
95,11912358,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
96,11933351,Aquatic,Clear,Nimo,Sandal,Square Teeth,Babylonia,Nimo
97,11934375,Bird,Little Peas,Pink Cheek,Tri Feather,Little Owl,Feather Spear,Cloud
98,11938470,Bird,Nerdy,Earwing,Tri Feather,Hungry Bird,Wing Horn,Granma's Fan
99,11880614,Bird,Robin,Earwing,Tri Feather,Confident,Feather Spear,Cloud
100,11903144,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
101,11949229,Mech,Little Peas,Pink Cheek,Tri Feather,Hungry Bird,Wing Horn,Cloud
102,11934202,Beast,Chubby,Earwing,Cupid,Catfish,Arco,Gerbil
103,11935411,Beast,Nerdy,Earwing,Buzz Buzz,Axie Kiss,Arco,Gerbil
104,11915957,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
105,11911861,Bug,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail
106,11918521,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
107,8149183,Aquatic,Tricky,Nimo,Goldfish,Lam,Cactus,Nimo
108,11918528,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
109,11862721,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Incisor,Nimo
110,11862719,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Incisor,Nimo
111,11925185,Mech,Chubby,Pink Cheek,Cupid,Axie Kiss,Arco,Cottontail
112,11934404,Beast,Puppy,Nimo,Perch,Confident,Little Branch,Nimo
113,11910852,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
114,11934919,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
115,11870407,Beast,Puppy,Zen,Ronin,Confident,Imp,Shrimp
116,11915466,Bird,Gero,Nimo,Sandal,Square Teeth,Babylonia,Nimo
117,11904714,Reptile,Chubby,Pink Cheek,Bone Sail,Herbivore,Dual Blade,Ranchu
118,11942090,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
119,11917514,Beast,Puppy,Nimo,Perch,Confident,Little Branch,Nimo
120,11926221,Reptile,Gecko,Nimo,Sponge,Catfish,Cactus,Nimo
121,11934927,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
122,2416336,Reptile,Lucas,Pogona,Tri Spikes,Tiny Turtle,Scaly Spoon,Tiny Dino
123,11933904,Dawn,Sleepless,Seaslug,Anemone,Lam,Anemone,Nimo
124,11915986,Beast,Chubby,Innocent Lamb,Scarab,Razor Bite,Arco,Cattail
125,11945166,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
126,11613912,Bird,Robin,Earwing,Tri Feather,Doubletalk,Kestrel,Granma's Fan
127,11926234,Beast,Chubby,Earwing,Cupid,Square Teeth,Arco,Gerbil
128,6337243,Reptile,Clear,Peace Maker,Tri Spikes,Tiny Turtle,Incisor,Cloud
129,11931355,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
130,11908320,Reptile,Chubby,Friezard,Green Thorns,Razor Bite,Dual Blade,Iguana
131,11926241,Beast,Papi,Earwing,Cupid,Square Teeth,Arco,Gerbil
132,11934434,Bug,Gecko,Nimo,Sponge,Catfish,Shoal Star,Nimo
133,11925217,Mech,Chubby,Pink Cheek,Scarab,Axie Kiss,Dual Blade,Cottontail
134,11918566,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
135,11934439,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Cactus,Nimo
136,11651304,Dawn,Clear,Nimo,Sponge,Herbivore,Oranda,Nimo
137,11917033,Beast,Chubby,Earwing,Buzz Buzz,Axie Kiss,Arco,Gerbil
138,11913448,Aquatic,Clear,Nimo,Sponge,Square Teeth,Oranda,Nimo
139,11940586,Dawn,Sleepless,Nimo,Sandal,Zigzag,Trump,Nimo
140,11918056,Mech,Puppy,Early Bird,Tri Feather,Little Owl,Feather Spear,Feather Fan
141,11706088,Mech,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
142,11935982,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
143,11912943,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
144,11650291,Bird,Robin,Earwing,Tri Feather,Confident,Trump,Granma's Fan
145,11931381,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
146,11939063,Beast,Little Peas,Zen,Ronin,Confident,Imp,Shiba
147,11811064,Aquatic,Gero,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
148,11945721,Bug,Nerdy,Pink Cheek,Tri Feather,Confident,Wing Horn,Cloud
149,11905786,Plant,Clear,Nimo,Sponge,Piranha,Oranda,Nimo
150,11885307,Aquatic,Nerdy,Nimo,Sandal,Piranha,Babylonia,Nimo
151,11934969,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
152,11700987,Mech,Robin,Earwing,Tri Feather,Toothless Bite,Wing Horn,Granma's Fan
153,11905790,Bug,Clear,Nimo,Red Ear,Toothless Bite,Oranda,Nimo
154,87807,Bird,Lucas,Pink Cheek,Cupid,Doubletalk,Wing Horn,Ant
155,11929855,Dawn,Sleepless,Seaslug,Anemone,Piranha,Anemone,Nimo
156,11915013,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
157,11910919,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
158,11840776,Mech,Puppy,Zen,Ronin,Confident,Imp,Shiba
159,11918601,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
160,11391754,Reptile,Gecko,Pogona,Tri Spikes,Tiny Turtle,Scaly Spear,Cloud
161,11858187,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Oranda,Nimo
162,11715337,Mech,Puppy,Pogona,Ronin,Confident,Imp,Shiba
163,11918854,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
164,11900177,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
165,11934994,Aquatic,Gero,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
166,11935508,Mech,Lucas,Earwing,Tri Feather,Kotaro,Wing Horn,Cloud
167,11934996,Aquatic,Sleepless,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
168,11932949,Bird,Lucas,Early Bird,Tri Feather,Hungry Bird,Feather Spear,Feather Fan
169,11677976,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
170,11927506,Beast,Little Peas,Zen,Ronin,Confident,Imp,Hare
171,11903256,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
172,11902238,Beast,Chubby,Earwing,Buzz Buzz,Axie Kiss,Arco,Gerbil
173,11876638,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
174,11871010,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
175,11888932,Mech,Chubby,Pink Cheek,Cupid,Square Teeth,Dual Blade,Cottontail
176,11918629,Aquatic,Nerdy,Nimo,Sandal,Square Teeth,Shoal Star,Nimo
177,11653927,Bird,Mavis,Earwing,Tri Feather,Square Teeth,Wing Horn,Granma's Fan
178,11927340,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
179,11897645,Mech,Chubby,Pink Cheek,Hero,Axie Kiss,Arco,Cottontail
180,11927856,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
181,11919666,Mech,Gero,Seaslug,Anemone,Axie Kiss,Anemone,Nimo
182,11925300,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
183,11938103,Bird,Topaz,Swirl,Tri Feather,Doubletalk,Feather Spear,Cloud
184,11941688,Mech,Puppy,Innocent Lamb,Perch,Confident,Arco,Nimo
185,11914552,Mech,Kotaro?,Bubblemaker,Tri Feather,Kotaro,Wing Horn,Shrimp
186,11906874,Aquatic,Clear,Nimo,Sponge,Square Teeth,Oranda,Nimo
187,11920701,Beast,Little Peas,Zen,Ronin,Confident,Imp,Shrimp
188,11920192,Dawn,Gero,Nimo,Sandal,Piranha,Babylonia,Nimo
189,11926339,Mech,Gero,Seaslug,Anemone,Lam,Anemone,Nimo
190,11898181,Beast,Chubby,Earwing,Cupid,Axie Kiss,Arco,Granma's Fan
191,11912006,Beast,Chubby,Earwing,Cupid,Hungry Bird,Arco,Granma's Fan
192,11903302,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
193,11909964,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail
194,11915600,Mech,Tricky,Innocent Lamb,Indian Star,Silence Whisper,Rose Bud,Potato Leaf
195,11929939,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
196,11893076,Bird,Clear,Earwing,Tri Feather,Confident,Wing Horn,Ranchu
197,11929945,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
198,11935066,Mech,Little Peas,Zen,Ronin,Confident,Imp,Shiba
199,11938650,Mech,Topaz,Pink Cheek,Tri Feather,Axie Kiss,Feather Spear,Feather Fan
200,11938140,Mech,Sleepless,Nimo,Anemone,Lam,Anemone,Nimo
201,11941213,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
202,11889502,Bird,Nerdy,Earwing,Tri Feather,Axie Kiss,Wing Horn,Granma's Fan
203,11637088,Mech,Clear,Tassels,Indian Star,Silence Whisper,Scaly Spoon,Ant
204,11912033,Beast,Little Peas,Earwing,Cupid,Hungry Bird,Arco,Gerbil
205,11904354,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
206,11710818,Aquatic,Gero,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
207,11730275,Mech,Kotaro?,Earwing,Tri Feather,Confident,Wing Horn,Shrimp
208,1233253,Bird,Mavis,Pink Cheek,Cupid,Peace Maker,Kestrel,Cattail
209,11917152,Plant,Neo,Innocent Lamb,Bidens,Herbivore,Rose Bud,Cattail
210,11767659,Dawn,Tricky,Tassels,Watering Can,Silence Whisper,Scaly Spoon,Potato Leaf
211,11938155,Mech,Nerdy,Sakura,Tri Feather,Tiny Turtle,Wing Horn,Cloud
212,11910512,Mech,Chubby,Pink Cheek,Scarab,Axie Kiss,Dual Blade,Cottontail
213,11882353,Mech,Sleepless,Nimo,Sandal,Piranha,Merry,Nimo
214,11940214,Mech,Puppy,Innocent Lamb,Perch,Confident,Little Branch,Nimo
215,11836792,Reptile,Gecko,Pink Cheek,Tri Spikes,Tiny Turtle,Scaly Spear,Wall Gecko
216,11913592,Bird,Robin,Innocent Lamb,Tri Feather,Peace Maker,Wing Horn,Cloud
217,11935098,Mech,Puppy,Zen,Ronin,Confident,Imp,Shiba
218,11931517,Aquatic,Sleepless,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
219,11931519,Aquatic,Gero,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
220,11901311,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
221,11918720,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Grass Snake
222,11941252,Bird,Clear,Earwing,Tri Feather,Cute Bunny,Wing Horn,Cloud
223,11907979,Mech,Sleepless,Nimo,Sandal,Square Teeth,Shoal Star,Nimo
224,11937676,Bird,Topaz,Pink Cheek,Tri Feather,Peace Maker,Feather Spear,Cloud
225,11699596,Mech,Mavis,Earwing,Tri Feather,Axie Kiss,Wing Horn,Granma's Fan
226,11890574,Bird,Mavis,Pink Cheek,Tri Feather,Peace Maker,Feather Spear,Cloud
227,11761146,Bird,Topaz,Innocent Lamb,Tri Feather,Kotaro,Feather Spear,Cloud
228,11905938,Reptile,Topaz,Nimo,Sponge,Square Teeth,Oranda,Nimo
229,11934613,Aquatic,Sleepless,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
230,11930518,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
231,11657623,Reptile,Gecko,Rosa,Green Thorns,Tiny Turtle,Oranda,Wall Gecko
232,11905431,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
233,11941270,Dawn,Sleepless,Seaslug,Anemone,Piranha,Anemone,Nimo
234,11653535,Bird,Nerdy,Earwing,Tri Feather,Goda,Wing Horn,Granma's Fan
235,11836321,Reptile,Robin,Innocent Lamb,Scarab,Tiny Turtle,Beech,Cloud
236,11930529,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
237,11899813,Plant,Clear,Innocent Lamb,Bidens,Silence Whisper,Scaly Spoon,Ant
238,11676072,Plant,Clear,Nimo,Sponge,Catfish,Oranda,Nimo
239,11918249,Beast,Little Peas,Zen,Ronin,Confident,Imp,Shrimp
240,11719084,Dawn,Gecko,Innocent Lamb,Bone Sail,Silence Whisper,Leaf Bug,Pupae
241,11783085,Mech,Topaz,Earwing,Tri Feather,Cute Bunny,Feather Spear,Cottontail
242,11912110,Dawn,Gero,Nimo,Sandal,Piranha,Babylonia,Nimo
243,11923888,Bug,Clear,Nimo,Sponge,Tiny Turtle,Oranda,Nimo
244,11933104,Mech,Sleepless,Nimo,Anemone,Piranha,Anemone,Nimo
245,11691440,Mech,Clear,Tiny Fan,Goldfish,Piranha,Kestrel,Nimo
246,11711409,Mech,Topaz,Curly,Tri Feather,Goda,Wing Horn,Cloud
247,11910583,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
248,11652024,Bug,Clear,Nimo,Sponge,Risky Fish,Rose Bud,Nimo
249,11938746,Beast,Chubby,Pink Cheek,Cupid,Confident,Rose Bud,Cattail
250,11932092,Beast,Chubby,Pink Cheek,Scarab,Confident,Dual Blade,Cattail
251,11918270,Bug,Puppy,Zen,Ronin,Confident,Imp,Shiba
252,4341182,Aquatic,Gero,Nimo,Anemone,Toothless Bite,Anemone,Nimo
253,11907006,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
254,4221890,Bird,Lucas,Peace Maker,Tri Feather,Hungry Bird,Trump,Cloud
255,11937220,Dawn,Sleepless,Nimo,Sandal,Axie Kiss,Trump,Nimo
256,11631557,Bird,Robin,Earwing,Tri Feather,Hungry Bird,Wing Horn,Granma's Fan
257,11926474,Bug,Puppy,Zen,Ronin,Confident,Imp,Shiba
258,11794379,Bird,Topaz,Pink Cheek,Tri Feather,Little Owl,Kestrel,Cloud
259,11902924,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
260,11910605,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
261,11920847,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
262,11910607,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
263,11936721,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
264,11925458,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
265,11773395,Bird,Topaz,Pink Cheek,Tri Feather,Catfish,Feather Spear,Cloud
266,11936211,Bird,Clear,Earwing,Tri Feather,Piranha,Wing Horn,Cloud
267,11714005,Bird,Topaz,Pink Cheek,Tri Feather,Little Owl,Little Branch,Cloud
268,11773396,Bird,Topaz,Pink Cheek,Tri Feather,Little Owl,Feather Spear,Cloud
269,11930583,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
270,11930072,Beast,Puppy,Nimo,Perch,Confident,Little Branch,Nimo
271,11936729,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
272,11935705,Bird,Lucas,Earwing,Tri Feather,Piranha,Dual Blade,Cloud
273,11908566,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
274,11895260,Bug,Little Peas,Zen,Hero,Confident,Imp,Shiba
275,11930068,Beast,Puppy,Nimo,Perch,Confident,Little Branch,Nimo
276,11921883,Plant,Lucas,Innocent Lamb,Hero,Silence Whisper,Rose Bud,Cattail
277,11928029,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
278,11780576,Bird,Telescope,Innocent Lamb,Tri Feather,Doubletalk,Bumpy,Cloud
279,4534241,Plant,Papi,Beetle Spike,Pumpkin,Serious,Leaf Bug,Nimo
280,11883490,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
281,11945447,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
282,11939305,Beast,Little Peas,Earwing,Cupid,Square Teeth,Arco,Gerbil
283,11945449,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
284,11942379,Mech,Lucas,Pink Cheek,Tri Feather,Doubletalk,Wing Horn,Cloud
285,11866091,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Incisor,Nimo
286,11942891,Bird,Zeal,Pink Cheek,Tri Feather,Confident,Wing Horn,Granma's Fan
287,11690990,Dawn,Papi,Curved Spine,Indian Star,Silence Whisper,Lagging,Pupae
288,11937265,Bird,Nerdy,Earwing,Tri Feather,Confident,Wing Horn,Cloud
289,11921394,Plant,Chubby,Innocent Lamb,Cupid,Confident,Rose Bud,Cattail
290,11800562,Aquatic,Gero,Nimo,Sponge,Square Teeth,Shoal Star,Nimo
291,11778037,Mech,Topaz,Earwing,Tri Feather,Axie Kiss,Feather Spear,Cottontail
292,11683830,Plant,Papi,Innocent Lamb,Bidens,Square Teeth,Rose Bud,Cattail
293,11930615,Beast,Chubby,Earwing,Cupid,Catfish,Arco,Gerbil
294,11869178,Aquatic,Sleepless,Nimo,Sandal,Risky Fish,Anemone,Nimo
295,11932668,Plant,Chubby,Pink Cheek,Cupid,Axie Kiss,Dual Blade,Gerbil
296,11931645,Aquatic,Sleepless,Nimo,Sandal,Piranha,Oranda,Nimo
297,11896830,Mech,Tricky,Innocent Lamb,Indian Star,Silence Whisper,Rose Bud,Twin Tail
